householdID,total_ppl,own_rent,square_foot,household_income,number_pets,region,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
13320,2.0,rent,2939,96719.49,1,Middlesex,2471.58,4225.47,2.0,No
13321,2.0,own,2776,98098.5,2,MetroWest,4409.6,4690.72,2.0,Yes
13322,1.0,own,3091,44742.73,1,North Shore,1054.99,2941.25,1.0,Yes
13323,1.0,rent,3591,99463.16,1,South Shore,3475.59,3475.46,1.0,No
13324,2.0,own,2281,84932.34,0,South Shore,3147.31,3631.77,2.0,Yes
13325,2.0,rent,2965,71630.65,1,North Shore,1745.59,3060.09,2.0,No
13326,1.0,rent,3582,59457.01,2,North Shore,2642.3,3781.51,1.0,No
13327,2.0,own,3196,121079.98,2,MetroWest,4723.77,3664.36,2.0,No
13328,0.0,own,3772,128566.87,2,Suffolk,3865.39,4167.39,0.0,No
13329,2.0,rent,2126,111100.06,1,MetroWest,5158.24,4331.35,2.0,No
13330,2.0,own,2678,73202.45,2,South Shore,4715.19,4030.71,2.0,No
13331,2.0,own,1874,94773.61,1,South Shore,3774.78,3862.66,2.0,No
13332,2.0,own,3235,147352.39,2,MetroWest,3486.66,3057.23,2.0,No
13333,1.0,rent,2540,92908.75,1,South Shore,5572.97,3040.62,1.0,No
13334,2.0,own,3581,97235.48,2,South Shore,3153.38,3999.96,2.0,No
13335,1.0,own,2679,102525.06,2,MetroWest,5077.92,5834.93,1.0,No
13336,2.0,own,3385,166694.81,2,MetroWest,5309.89,5197.33,2.0,No
13337,0.0,own,2820,85121.21,3,Suffolk,3653.97,2984.85,0.0,Yes
13338,1.0,own,3100,98567.55,1,South Shore,2351.51,3456.38,1.0,Yes
13339,0.0,own,3216,118825.96,0,Middlesex,3219.08,4380.44,0.0,No
13340,2.0,own,1870,118045.35,1,Middlesex,4461.59,3083.88,2.0,No
13341,1.0,own,3018,89693.82,2,South Shore,3876.47,3198.74,1.0,No
13342,2.0,own,2655,121165.96,2,MetroWest,4620.71,3907.71,2.0,No
13343,1.0,own,2602,85868.84,0,Suffolk,2460.25,4094.6,1.0,Yes
13344,1.0,own,3927,95128.54,1,Suffolk,2802.28,4562.21,1.0,No
13345,2.0,own,3532,78895.38,2,North Shore,2076.23,3851.54,2.0,No
13346,1.0,rent,3747,78016.82,2,South Shore,3958.8,5039.67,1.0,No
13347,1.0,own,1866,140343.45,1,MetroWest,4332.25,4180.14,1.0,No
13348,2.0,own,4280,115732.02,2,MetroWest,5374.4,3838.63,2.0,Yes
13349,1.0,own,3245,133923.83,0,MetroWest,4804.12,4126.66,1.0,No
13350,2.0,own,4335,55550.46,1,South Shore,1365.97,4347.02,2.0,No
13351,1.0,own,2614,61899.84,2,Middlesex,3975.19,3581.38,1.0,No
13352,2.0,own,2072,108763.65,2,MetroWest,3957.95,5324.9,2.0,Yes
13353,2.0,own,2058,119587.8,3,MetroWest,5650.08,4413.13,2.0,No
13354,2.0,own,4710,119124.84,0,Suffolk,4101.46,4211.18,2.0,No
13355,1.0,rent,4872,84305.22,2,Suffolk,3230.41,4888.06,1.0,Yes
13356,1.0,own,4150,60827.57,3,Middlesex,5560.6,4768.54,1.0,Yes
13357,1.0,own,3728,98653.55,3,North Shore,1925.43,2754.96,1.0,No
13358,2.0,rent,3416,72435.46,2,Middlesex,3614.77,3030.23,2.0,No
13359,2.0,own,3594,46790.41,1,South Shore,3070.46,3410.5,2.0,No
13360,3.0,own,4934,87510.65,2,MetroWest,5779.93,4976.63,3.0,No
13361,1.0,own,4033,93823.15,1,South Shore,4422.14,3956.8,1.0,No
13362,2.0,own,2239,85131.69,1,North Shore,2025.79,2306.77,2.0,No
13363,2.0,own,3481,83133.33,2,South Shore,2469.81,4426.4,2.0,No
13364,2.0,own,3355,12033.73,2,North Shore,3648.01,3700.7,2.0,No
13365,3.0,own,4022,83005.75,2,Middlesex,3373.78,5124.15,3.0,No
13366,1.0,rent,2924,100207.04,1,MetroWest,4282.72,4387.02,1.0,No
13367,0.0,own,3859,115384.73,1,MetroWest,4067.87,4657.23,0.0,Yes
13368,2.0,own,3812,100205.06,1,Middlesex,2486.66,3825.13,2.0,No
13369,0.0,own,3372,104625.1,1,Suffolk,4730.04,4741.05,0.0,No
13370,0.0,own,5140,109408.82,2,Suffolk,4088.56,4043.43,0.0,Yes
13371,2.0,own,2506,41461.58,1,South Shore,3689.31,3208.58,2.0,No
13372,2.0,rent,1114,74134.3,1,North Shore,2083.36,1753.05,2.0,No
13373,2.0,own,1360,87069.29,2,Middlesex,2778.47,3185.17,2.0,No
13374,3.0,own,3151,59492.08,2,North Shore,1624.42,3635.93,3.0,No
13375,1.0,own,2677,81206.13,2,Middlesex,1950.89,3216.89,1.0,No
13376,1.0,own,2357,104008.16,2,MetroWest,5116.15,4100.85,1.0,No
13377,2.0,rent,2807,92068.89,2,South Shore,4363.34,2837.63,2.0,No
13378,2.0,own,1757,110444.76,1,Suffolk,3897.88,4359.9,2.0,No
13379,1.0,rent,1363,68253.15,2,South Shore,4645.77,3187.82,1.0,No
13380,1.0,own,3923,86423.75,1,Suffolk,3360.43,4398.65,1.0,No
13381,2.0,own,3230,106369.79,2,MetroWest,4519.23,4070.55,2.0,No
13382,2.0,own,3218,60316.38,2,Middlesex,5482.46,4172.91,2.0,Yes
13383,1.0,own,1816,59649.43,2,Middlesex,2173.76,4935.78,1.0,No
13384,3.0,rent,2870,118414.67,1,MetroWest,5001.63,3226.31,3.0,No
13385,0.0,own,3958,88833.84,2,Middlesex,3550.46,4623.88,0.0,No
13386,2.0,rent,4896,38065.56,3,North Shore,3606.22,3749.56,2.0,No
13387,1.0,own,3963,114112.12,2,Middlesex,3250.95,4655.34,1.0,No
13388,2.0,own,2287,103470.42,2,Suffolk,3992.09,4258.52,2.0,No
13389,2.0,own,3047,33406.66,1,Suffolk,2850.34,3595.09,2.0,No
13390,1.0,own,3733,71935.49,2,Middlesex,2861.63,4525.83,1.0,No
13391,2.0,rent,2450,42003.55,0,North Shore,2367.9,2208.73,2.0,No
13392,2.0,own,2456,88035.5,1,Middlesex,3311.64,3028.13,2.0,No
13393,1.0,own,3393,110066.59,2,MetroWest,5311.35,3807.73,1.0,No
13394,0.0,rent,4250,59566.73,2,Middlesex,4061.69,3406.91,0.0,No
13395,2.0,rent,3593,107519.28,1,South Shore,3702.94,4497.82,2.0,No
13396,,own,2890,74881.92,2,Suffolk,5058.22,4473.75,,No
13397,2.0,own,2821,63586.33,2,South Shore,3814.22,3964.2,2.0,No
13398,2.0,own,4244,37485.03,2,South Shore,4508.16,4266.08,2.0,No
13399,1.0,rent,2544,41729.87,1,North Shore,1609.37,2735.14,1.0,No
13400,1.0,own,3893,70829.62,1,North Shore,3343.93,3863.23,1.0,No
13401,1.0,own,3190,74098.86,3,North Shore,3297.3,2895.91,1.0,No
13402,0.0,own,2929,107880.74,1,Suffolk,2680.41,4787.95,0.0,Yes
13403,2.0,own,2896,71311.71,1,North Shore,2365.62,3002.5,2.0,No
13404,2.0,own,2677,86709.21,2,Middlesex,3236.21,2659.33,2.0,No
13405,2.0,own,2436,45181.74,2,South Shore,2818.12,3831.79,2.0,No
13406,2.0,own,2369,110971.92,2,Suffolk,4599.36,4699.1,2.0,No
13407,1.0,own,3300,80914.46,2,South Shore,4835.08,4208.77,1.0,No
13408,2.0,own,2433,117121.04,1,MetroWest,4733.11,3640.87,2.0,Yes
13409,0.0,own,3089,60811.48,1,Middlesex,3825.85,5476.28,0.0,No
13410,1.0,own,2997,76216.05,1,North Shore,2452.36,3199.14,1.0,No
13411,2.0,own,3896,97414.28,2,MetroWest,5573.27,3194.4,2.0,No
13412,1.0,own,2435,57161.34,1,Middlesex,1356.36,2858.82,1.0,No
13413,1.0,rent,1865,142060.14,1,MetroWest,4411.46,3539.48,1.0,Yes
13414,2.0,own,2495,108607.89,0,Middlesex,562.03,3170.82,2.0,No
13415,2.0,own,4251,72396.25,1,Middlesex,2378.24,4156.82,2.0,No
13416,1.0,own,2743,67921.15,0,Middlesex,2920.83,3088.55,1.0,Yes
13417,3.0,own,2639,66958.85,1,Middlesex,4381.84,3367.2,3.0,No
13418,1.0,rent,3821,64043.72,1,North Shore,1657.3,2881.57,1.0,No
13419,1.0,rent,3084,65926.6,1,South Shore,3587.25,2985.66,1.0,Yes
13420,1.0,own,4822,113596.98,1,MetroWest,6143.36,4316.47,1.0,No
13421,2.0,own,3877,96667.21,1,North Shore,2948.19,3643.38,2.0,No
13422,2.0,own,3566,72257.64,1,South Shore,2947.51,2950.56,2.0,Yes
13423,0.0,own,3183,87308.1,1,South Shore,3746.52,4334.08,0.0,No
13424,2.0,rent,2076,85468.81,2,South Shore,3113.38,3886.93,2.0,No
13425,2.0,own,2868,45755.49,2,North Shore,2214.59,3053.25,2.0,Yes
13426,1.0,own,3743,136377.89,2,Suffolk,4182.17,4429.85,1.0,No
13427,2.0,own,3719,115951.58,1,South Shore,3335.95,4417.39,2.0,Yes
13428,2.0,own,3777,106362.17,0,MetroWest,4781.39,3898.18,2.0,No
13429,2.0,own,3618,117539.09,2,MetroWest,5874.02,4015.24,2.0,No
13430,1.0,rent,2737,124717.7,2,MetroWest,6703.96,3426.77,1.0,Yes
13431,2.0,own,2433,74457.32,2,Middlesex,4263.35,4525.39,2.0,Yes
13432,1.0,own,2922,94443.95,2,Suffolk,3277.68,4256.63,1.0,No
13433,0.0,own,3576,111650.46,2,MetroWest,4859.15,4867.58,0.0,No
13434,2.0,rent,4082,90347.64,2,South Shore,3202.93,3791.7,2.0,No
13435,2.0,own,3964,94972.52,2,North Shore,2088.25,3075.39,2.0,No
13436,2.0,rent,2446,60486.9,2,Suffolk,4844.28,4510.92,2.0,No
13437,2.0,own,3134,109655.42,3,Suffolk,3456.48,4712.14,2.0,No
13438,2.0,own,3466,143534.32,1,Suffolk,3247.17,3686.0,2.0,No
13439,2.0,own,3657,16396.5,3,North Shore,2102.55,3899.31,2.0,No
13440,1.0,own,4006,89483.51,2,MetroWest,5420.51,4532.35,1.0,No
13441,2.0,own,2237,94476.63,3,Suffolk,3672.1,3630.15,2.0,Yes
13442,2.0,rent,2841,94508.74,1,MetroWest,6356.06,4365.76,2.0,No
13443,2.0,own,5281,67562.3,2,South Shore,3396.66,4212.52,2.0,No
13444,1.0,own,2093,82817.14,2,North Shore,214.96,2779.42,1.0,No
13445,0.0,own,2077,113022.59,2,Suffolk,3599.67,3420.16,0.0,No
13446,2.0,own,2316,92060.31,1,Middlesex,3376.37,4042.81,2.0,No
13447,2.0,rent,3113,64485.39,1,South Shore,3822.81,3752.3,2.0,No
13448,1.0,own,4219,71458.32,2,Suffolk,2804.69,4314.56,1.0,No
13449,1.0,own,3731,80744.41,2,Suffolk,2381.64,3912.84,1.0,Yes
13450,2.0,own,3490,128901.51,2,MetroWest,5721.93,4138.14,2.0,Yes
13451,1.0,rent,2110,49370.66,2,North Shore,1118.03,2157.11,1.0,No
13452,1.0,own,4934,119386.37,1,Suffolk,3532.32,5087.85,1.0,Yes
13453,1.0,own,4179,125667.55,1,Suffolk,5127.54,4325.13,1.0,No
13454,1.0,own,1585,113032.23,2,Suffolk,3366.24,3452.53,1.0,No
13455,3.0,rent,1503,116619.58,3,Suffolk,3339.44,3757.73,3.0,No
13456,1.0,own,2107,116327.85,3,South Shore,3128.71,4635.24,1.0,No
13457,2.0,own,4011,155982.94,2,MetroWest,5298.7,4641.44,2.0,No
13458,1.0,rent,2142,74381.68,1,Suffolk,3546.07,3018.8,1.0,Yes
13459,2.0,own,3544,91696.78,2,Middlesex,3694.37,3264.96,2.0,No
13460,2.0,own,2843,35505.65,2,North Shore,3730.67,2982.88,2.0,Yes
13461,1.0,own,2683,62398.67,1,South Shore,3619.68,4085.33,1.0,Yes
13462,2.0,own,2756,97274.63,2,Middlesex,2720.92,3822.12,2.0,No
13463,2.0,rent,2203,73819.6,1,North Shore,2639.36,3738.34,2.0,No
13464,0.0,own,4518,76631.94,3,Suffolk,4190.75,4854.68,0.0,No
13465,1.0,own,2504,72258.86,0,North Shore,2861.14,3471.98,1.0,No
13466,2.0,own,4556,61596.66,2,North Shore,2273.09,2724.25,2.0,Yes
13467,2.0,own,2693,114969.2,2,MetroWest,4579.69,5291.64,2.0,Yes
13468,1.0,own,3338,70852.5,1,MetroWest,5078.75,3984.25,1.0,No
13469,3.0,own,4234,59358.17,2,South Shore,3343.16,4396.39,3.0,No
13470,2.0,own,3403,92818.23,2,Suffolk,4611.86,3902.59,2.0,No
13471,0.0,own,2330,105288.5,1,MetroWest,4543.79,3914.49,0.0,No
13472,1.0,rent,2884,65936.58,1,South Shore,3749.17,4025.52,1.0,No
13473,3.0,own,2147,84825.06,1,South Shore,3200.32,4168.16,3.0,No
13474,,rent,2705,89192.97,2,Suffolk,4458.48,4106.29,,No
13475,1.0,own,3117,33044.79,1,North Shore,2303.62,3020.1,1.0,Yes
13476,1.0,own,2665,38114.21,2,Middlesex,3714.0,3916.86,1.0,No
13477,2.0,own,2187,92128.74,1,North Shore,1976.31,3383.66,2.0,No
13478,1.0,own,3321,93553.79,0,Middlesex,4976.8,3818.13,1.0,No
13479,2.0,own,2589,55982.89,2,North Shore,1171.95,3099.74,2.0,No
13480,1.0,own,4223,59847.51,1,Middlesex,2593.54,3998.07,1.0,No
13481,2.0,rent,3144,76611.53,2,Suffolk,2937.23,4632.82,2.0,No
13482,0.0,own,4267,94873.4,1,Suffolk,3832.9,4723.76,0.0,No
13483,1.0,own,3010,64475.61,2,Middlesex,3362.34,1738.74,1.0,No
13484,0.0,own,2441,51388.31,2,Suffolk,3860.34,4511.35,0.0,No
13485,1.0,own,3020,80040.72,2,Middlesex,1934.99,3937.71,1.0,No
13486,1.0,rent,2783,74225.84,2,South Shore,2980.47,3303.94,1.0,Yes
13487,0.0,own,3015,80662.21,2,Suffolk,3995.12,4487.02,0.0,No
13488,0.0,own,2908,93936.02,3,Suffolk,3483.81,3757.62,0.0,No
13489,2.0,rent,2713,92711.36,1,Middlesex,2891.28,2485.17,2.0,No
13490,1.0,own,3169,117806.32,2,Suffolk,3348.63,3721.5,1.0,No
13491,2.0,rent,3121,45231.3,2,North Shore,2179.86,4075.11,2.0,No
13492,2.0,own,2891,71575.33,3,South Shore,3038.94,4506.07,2.0,No
13493,2.0,own,3182,99338.79,1,Middlesex,3652.59,5107.09,2.0,No
13494,1.0,rent,3451,90522.26,3,South Shore,2372.82,3589.1,1.0,No
13495,1.0,own,2568,96443.76,2,Suffolk,3764.49,3066.14,1.0,Yes
13496,0.0,own,4087,82252.56,1,Suffolk,3575.77,5086.31,0.0,No
13497,0.0,own,3262,99368.1,1,Suffolk,3894.03,4094.04,0.0,No
13498,1.0,own,2573,76043.83,2,South Shore,3524.43,4936.94,1.0,No
13499,1.0,own,3186,80768.15,1,North Shore,1286.9,3691.72,1.0,Yes
13500,1.0,own,2947,113082.23,1,Suffolk,5122.08,4230.01,1.0,No
13501,2.0,rent,2722,81094.55,3,Middlesex,3561.37,4333.89,2.0,No
13502,0.0,own,4508,81409.24,2,Suffolk,4584.69,4984.84,0.0,Yes
13503,1.0,own,1757,48882.42,2,North Shore,1407.87,2184.66,1.0,No
13504,3.0,rent,2983,65109.7,3,South Shore,3478.25,3277.42,3.0,Yes
13505,3.0,own,4303,38656.5,2,Middlesex,4547.31,6356.11,3.0,No
13506,1.0,own,3346,93439.11,2,MetroWest,4429.04,4763.25,1.0,Yes
13507,1.0,own,2963,76259.37,2,South Shore,2913.78,4019.22,1.0,No
13508,3.0,own,4344,88412.28,2,MetroWest,4679.64,5203.95,3.0,Yes
13509,1.0,own,3497,72979.73,2,North Shore,2428.27,2186.98,1.0,No
13510,2.0,own,4100,114622.48,1,MetroWest,3740.71,5048.92,2.0,Yes
13511,1.0,rent,3199,112592.48,1,MetroWest,5171.1,5018.27,1.0,No
13512,1.0,rent,3034,51992.61,1,Middlesex,2849.4,2730.86,1.0,Yes
13513,3.0,own,2727,86511.34,2,Middlesex,3089.99,3419.43,3.0,No
13514,1.0,own,3963,72081.11,2,Middlesex,4415.01,5754.38,1.0,No
13515,2.0,own,3721,74639.81,2,North Shore,3068.62,3585.25,2.0,No
13516,2.0,own,3769,55747.81,2,North Shore,3323.19,3581.67,2.0,No
13517,3.0,own,3456,87222.93,2,MetroWest,6410.41,5186.58,3.0,Yes
13518,2.0,own,2173,53194.07,1,South Shore,3561.29,4391.11,2.0,No
13519,0.0,rent,2784,112752.27,2,Suffolk,3877.79,4017.98,0.0,No
13520,2.0,own,2570,64692.81,3,North Shore,2782.15,3095.09,2.0,Yes
13521,2.0,own,2471,99001.33,1,MetroWest,5071.93,3861.88,2.0,No
13522,1.0,own,3449,78604.82,1,Middlesex,2497.29,4274.17,1.0,Yes
13523,1.0,rent,2711,105452.16,4,Suffolk,4519.71,3398.04,1.0,No
13524,2.0,own,3661,83036.87,1,MetroWest,5195.14,4735.71,2.0,No
13525,2.0,own,1520,47360.51,2,MetroWest,3249.66,3500.8,2.0,No
13526,2.0,own,2067,106084.01,3,MetroWest,6903.61,4115.31,2.0,No
13527,1.0,own,3220,102019.71,1,South Shore,3714.85,4314.96,1.0,No
13528,1.0,rent,2112,71641.29,1,South Shore,4049.48,3236.12,1.0,Yes
13529,2.0,own,5132,54196.56,3,North Shore,2731.42,3498.84,2.0,No
13530,2.0,own,2776,98080.25,1,Middlesex,3952.1,4138.83,2.0,No
13531,2.0,own,4649,80850.08,1,North Shore,1637.21,3691.02,2.0,No
13532,3.0,own,3487,73771.53,3,South Shore,4367.63,2634.29,3.0,No
13533,2.0,own,3932,60561.15,0,North Shore,1448.78,4295.39,2.0,No
13534,1.0,own,2090,100975.74,1,Suffolk,2413.94,3894.87,1.0,No
13535,2.0,own,2606,57846.07,2,South Shore,2764.66,3574.62,2.0,No
13536,2.0,own,3642,57262.44,2,South Shore,1831.93,4164.47,2.0,No
13537,2.0,rent,3501,115824.45,2,Suffolk,3515.63,4517.22,2.0,Yes
13538,3.0,own,4433,52947.33,2,Middlesex,4224.04,4132.55,3.0,Yes
13539,2.0,rent,2450,124828.69,1,MetroWest,5263.72,4146.94,2.0,No
13540,0.0,rent,2747,92786.03,1,Suffolk,4005.07,4279.35,0.0,No
13541,3.0,own,3465,69511.47,1,Middlesex,3474.9,4427.56,3.0,No
13542,1.0,rent,3351,111881.27,2,MetroWest,5092.74,4762.96,1.0,No
13543,2.0,own,3027,68150.57,2,Middlesex,4931.43,3500.93,2.0,Yes
13544,2.0,own,3946,85393.09,0,Middlesex,5576.27,3733.68,2.0,No
13545,1.0,own,3175,110606.84,1,Middlesex,3038.11,3550.0,1.0,No
13546,1.0,own,4309,50573.34,2,South Shore,3221.34,4144.57,1.0,No
13547,3.0,rent,3502,62441.21,1,North Shore,2865.13,3318.76,3.0,No
13548,2.0,own,3150,94631.93,0,MetroWest,4116.82,3847.97,2.0,No
13549,3.0,own,3239,102256.23,1,MetroWest,6587.26,5368.52,3.0,No
13550,0.0,own,4149,95049.39,2,Suffolk,4745.06,3629.82,0.0,No
13551,2.0,own,3839,85514.36,1,South Shore,3876.38,4573.97,2.0,No
13552,2.0,rent,2406,44635.37,3,Middlesex,3076.15,2693.84,2.0,No
13553,3.0,own,3881,91546.94,2,South Shore,4526.36,3188.38,3.0,No
13554,0.0,own,3999,92181.89,2,Suffolk,4803.07,3314.37,0.0,No
13555,2.0,rent,3753,137904.79,1,MetroWest,4467.25,3749.14,2.0,No
13556,0.0,rent,2208,108549.98,1,Suffolk,3635.55,3161.63,0.0,Yes
13557,2.0,own,3309,105302.58,1,MetroWest,5452.88,4681.52,2.0,Yes
13558,0.0,own,2557,87126.93,3,Suffolk,5401.74,3494.14,0.0,Yes
13559,2.0,own,4378,85247.61,1,South Shore,4135.66,4792.24,2.0,No
13560,2.0,own,3154,109751.24,1,MetroWest,4063.05,4821.17,2.0,No
13561,3.0,rent,2361,92072.2,2,MetroWest,4161.92,4245.87,3.0,No
13562,0.0,own,2723,118015.88,1,South Shore,2996.03,3888.62,0.0,No
13563,1.0,own,2681,95453.25,2,MetroWest,4480.3,3761.96,1.0,Yes
13564,0.0,rent,4030,60358.44,0,Suffolk,5313.29,3790.83,0.0,No
13565,2.0,own,3045,83055.97,2,South Shore,2404.55,3717.79,2.0,Yes
13566,3.0,own,4160,70966.24,2,North Shore,3292.47,4246.73,3.0,Yes
13567,2.0,own,4568,50384.74,2,Middlesex,2120.09,3231.9,2.0,No
13568,2.0,own,2420,71451.73,2,MetroWest,6099.62,4429.84,2.0,No
13569,1.0,own,2914,123675.66,3,MetroWest,3958.38,4530.09,1.0,Yes
13570,1.0,own,2373,100935.16,0,Suffolk,2698.82,3900.23,1.0,No
13571,3.0,rent,3221,45433.34,0,North Shore,2884.26,3556.13,3.0,No
13572,1.0,own,4074,109196.63,0,MetroWest,3750.16,4035.36,1.0,Yes
13573,1.0,own,3900,111075.26,1,Suffolk,5726.46,4695.19,1.0,No
13574,1.0,own,4533,105494.8,2,MetroWest,5169.71,4060.33,1.0,No
13575,1.0,own,3848,116415.25,1,Suffolk,4292.48,3286.88,1.0,No
13576,2.0,own,2308,89023.47,2,Middlesex,1755.08,2897.26,2.0,Yes
13577,2.0,rent,3508,57750.13,2,South Shore,3395.35,4832.89,2.0,No
13578,1.0,own,2625,63757.72,1,South Shore,1358.85,4015.28,1.0,No
13579,3.0,own,3190,59999.51,1,MetroWest,4802.58,5017.75,3.0,No
13580,0.0,rent,3688,101794.91,1,Suffolk,5166.07,4032.87,0.0,No
13581,1.0,own,2156,122156.34,0,MetroWest,4801.49,4196.43,1.0,No
13582,2.0,own,3773,114264.11,2,MetroWest,4768.65,4152.41,2.0,No
13583,1.0,rent,3039,73370.61,2,Middlesex,3252.13,4359.32,1.0,Yes
13584,2.0,own,3749,62868.48,2,Middlesex,3888.55,3743.61,2.0,No
13585,1.0,own,4441,96437.5,3,Middlesex,3048.72,4322.35,1.0,No
13586,1.0,own,3252,121038.7,1,MetroWest,3778.67,3237.85,1.0,Yes
13587,2.0,own,2977,52880.64,2,North Shore,2446.94,3938.72,2.0,No
13588,1.0,own,2822,56226.15,2,Middlesex,1856.21,4096.76,1.0,No
13589,1.0,own,1740,60304.04,2,North Shore,2584.93,4158.56,1.0,No
13590,2.0,own,2133,97649.56,1,Middlesex,3793.85,3125.39,2.0,No
13591,1.0,own,2650,63536.07,2,North Shore,821.25,3121.36,1.0,No
13592,1.0,own,2805,100316.26,1,Suffolk,4571.81,4100.01,1.0,No
13593,1.0,own,2997,80740.15,1,South Shore,2518.84,2996.09,1.0,No
13594,0.0,own,2230,79279.68,1,South Shore,4620.54,4006.21,0.0,No
13595,2.0,own,2440,107798.26,1,Suffolk,4226.14,4284.67,2.0,No
13596,1.0,own,4220,95436.24,2,MetroWest,5445.55,4050.13,1.0,No
13597,3.0,own,3639,66359.14,1,North Shore,2255.2,3907.16,3.0,No
13598,1.0,own,3894,36691.1,1,North Shore,1356.32,3766.9,1.0,No
13599,2.0,own,3987,70332.93,1,North Shore,3034.52,3999.75,2.0,No
13600,2.0,rent,2430,4024.05,1,North Shore,1845.51,3150.07,2.0,No
13601,3.0,own,3479,67989.37,2,Middlesex,3248.98,4775.51,3.0,No
13602,3.0,rent,2679,65209.08,2,North Shore,2078.71,3590.7,3.0,No
13603,1.0,own,2677,42376.82,2,MetroWest,5183.85,5260.5,1.0,Yes
13604,3.0,own,2796,100985.83,0,MetroWest,5402.16,4446.14,3.0,No
13605,3.0,own,2926,92222.23,2,MetroWest,4331.56,4976.69,3.0,No
13606,2.0,own,563,58318.71,2,Middlesex,1994.83,4466.99,2.0,No
13607,2.0,own,4135,127305.22,0,MetroWest,5594.65,3828.09,2.0,No
13608,2.0,own,4315,79640.56,0,Middlesex,2724.38,5170.27,2.0,No
13609,2.0,own,3832,73154.27,1,Middlesex,2620.46,5623.19,2.0,No
13610,1.0,own,5094,123184.25,1,MetroWest,4318.83,3998.24,1.0,No
13611,0.0,own,3703,82458.53,1,Suffolk,3530.82,3942.11,0.0,No
13612,1.0,rent,2606,68782.17,2,Middlesex,2479.71,3007.11,1.0,Yes
13613,2.0,rent,4139,52347.65,2,South Shore,3094.93,3481.51,2.0,No
13614,2.0,own,2200,70827.04,2,North Shore,869.57,3811.59,2.0,No
13615,2.0,rent,3720,73108.83,1,North Shore,2283.78,3232.75,2.0,No
13616,2.0,own,3858,59969.79,0,North Shore,2505.13,3209.11,2.0,No
13617,2.0,rent,3846,118432.98,2,MetroWest,5273.95,4673.61,2.0,No
13618,2.0,own,4339,81438.14,0,MetroWest,4167.67,4098.74,2.0,No
13619,1.0,own,3162,82292.88,3,Suffolk,3226.76,5102.5,1.0,No
13620,3.0,own,2198,70384.19,2,Middlesex,2328.07,3530.92,3.0,Yes
13621,2.0,own,2905,103378.9,1,MetroWest,4842.39,4580.75,2.0,No
13622,1.0,rent,3480,120221.55,1,MetroWest,4961.73,3756.53,1.0,Yes
13623,1.0,own,2861,86369.92,1,Suffolk,5785.81,4310.11,1.0,No
13624,2.0,own,2595,55167.88,2,North Shore,2082.29,3560.87,2.0,Yes
13625,1.0,rent,3217,154688.03,1,MetroWest,4251.44,4793.68,1.0,No
13626,2.0,own,4789,60735.64,1,Middlesex,3253.97,2600.58,2.0,No
13627,1.0,own,4158,85913.73,2,South Shore,1706.81,4981.87,1.0,Yes
13628,2.0,own,2992,71157.81,3,South Shore,2705.29,4668.02,2.0,No
13629,2.0,rent,2946,133975.21,0,MetroWest,2531.09,2758.77,2.0,No
13630,1.0,own,3404,71544.12,0,Suffolk,2726.17,4188.31,1.0,No
13631,2.0,own,4372,72154.13,1,Suffolk,3654.98,3592.73,2.0,No
13632,2.0,own,3940,79316.18,2,South Shore,4664.34,5023.55,2.0,Yes
13633,2.0,rent,2215,72533.12,2,South Shore,4752.09,3460.32,2.0,No
13634,0.0,own,3723,98940.91,1,Suffolk,4332.14,4395.56,0.0,Yes
13635,2.0,own,2008,60954.02,2,South Shore,4211.25,4409.41,2.0,No
13636,2.0,own,2488,103111.61,1,South Shore,2749.54,3363.92,2.0,No
13637,1.0,own,4577,90184.58,1,MetroWest,4199.03,3925.92,1.0,No
13638,2.0,own,4230,52476.9,1,North Shore,1412.13,3361.63,2.0,No
13639,0.0,own,2428,105760.93,3,Suffolk,2097.59,3490.6,0.0,No
13640,0.0,own,4305,117152.88,1,Suffolk,4480.57,4372.96,0.0,Yes
13641,2.0,own,2277,122713.39,1,Middlesex,3823.32,4415.99,2.0,Yes
13642,2.0,rent,1888,106613.46,1,Middlesex,3370.87,3144.62,2.0,Yes
13643,2.0,own,3866,105104.11,2,MetroWest,5338.4,3947.37,2.0,Yes
13644,2.0,rent,1942,51052.82,1,South Shore,2093.68,3564.51,2.0,Yes
13645,2.0,rent,2580,93244.11,1,Suffolk,4505.0,4907.32,2.0,No
13646,2.0,own,2366,116505.68,2,MetroWest,4250.53,4183.81,2.0,No
13647,2.0,own,2041,62535.57,2,Middlesex,1516.71,4399.69,2.0,Yes
13648,1.0,rent,3200,124995.08,2,MetroWest,3909.42,4130.98,1.0,No
13649,3.0,own,3014,88910.79,2,Middlesex,4078.38,4508.31,3.0,Yes
13650,2.0,rent,2500,81067.32,1,MetroWest,4217.15,4743.11,2.0,No
13651,2.0,own,2612,48054.77,0,South Shore,3270.13,4087.5,2.0,No
13652,2.0,own,4062,81902.96,2,Middlesex,3323.06,3735.93,2.0,No
13653,1.0,own,3021,29220.42,3,North Shore,1540.81,3703.26,1.0,No
13654,1.0,own,1855,108200.97,1,MetroWest,4383.66,3737.81,1.0,No
13655,1.0,own,4486,76344.23,2,Middlesex,2881.19,5131.85,1.0,No
13656,2.0,rent,2724,63570.66,2,Middlesex,2179.68,1768.08,2.0,Yes
