"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
14141,102416,557379,"Manufacturing",38,6,11,"Maine","Sedan",7,"consume"
14142,57301,323878,"Govt",55,3,11,"Maine","SUV",2,"entertain"
14143,126780,513569,"Manufacturing",35,6,18,"Vermont","Sedan",3,"entertain"
14144,88672,431513,"Finance",46,5,13,"Maine","Sedan",4,"consume"
14145,103950,551696,"Govt",46,5,19,"Maine","Pickup",3,"entertain"
14146,75708,448311,"Govt",42,6,16,"Connecticut","SUV",6,"entertain"
14147,155322,530856,"Tech",53,2,14,"Quebec","SUV",5,"consume"
14148,83156,337066,"Tech",48,6,14,"Maine","SUV",4,"entertain"
14149,118688,389921,"Finance",51,3,17,"US_Other","Compact/Hybrid",5,"consume"
14150,104232,401813,"Finance",43,4,5,"Ontario","LuxurySedan",3,"entertain"
14151,164511,577769,"Tech",40,7,19,"New York","SUV",6,"entertain"
14152,94002,433193,"Services",48,5,15,"Maine","Compact/Hybrid",3,"consume"
14153,128972,423116,"Finance",43,5,13,"Ontario","SUV",5,"entertain"
14154,88372,501983,"Govt",45,5,16,"New Hampshire","Sedan",3,"entertain"
14155,138092,679103,"Finance",40,6,15,"Quebec","Pickup",4,"entertain"
14156,92465,501867,"Govt",42,6,7,"Maine","",6,"consume"
14157,79358,474554,"Education",34,5,14,"New York","SUV",4,"entertain"
14158,35542,272502,"Services",49,4,14,"Ontario","SUV",7,"consume"
14159,92373,400087,"Services",46,5,17,"Maine","SUV",2,"entertain"
14160,87997,493973,"Manufacturing",55,3,15,"New Hampshire","Sedan",2,"entertain"
14161,126350,423613,"Finance",47,3,14,"Vermont","Pickup",8,"consume"
14162,86146,418243,"Services",46,3,14,"New Hampshire","Sedan",6,"consume"
14163,144879,560874,"Tech",51,3,13,"Maine","Sedan",5,"entertain"
14164,109183,528368,"Govt",46,4,10,"Vermont","SUV",5,"entertain"
14165,102649,480184,"Services",44,2,13,"Quebec","Compact/Hybrid",4,"entertain"
14166,89145,451592,"Services",32,5,18,"Maine","SUV",1,"consume"
14167,82251,442335,"Tech",53,3,12,"Ontario","Sedan",1,"consume"
14168,118523,400885,"Services",48,4,15,"Maine","Sedan",4,"consume"
14169,86422,573249,"Govt",47,5,11,"Quebec","SUV",5,"entertain"
14170,90564,410100,"Govt",44,2,14,"Maine","Pickup",3,"entertain"
14171,122577,439842,"Tech",49,9,13,"Can_Other","SUV",7,"consume"
14172,84025,498082,"Govt",52,6,13,"New York","SUV",6,"consume"
14173,63106,507887,"Govt",48,5,17,"New York","Sedan",7,"consume"
14174,30384,348799,"Govt",35,2,8,"Ontario","SUV",6,"entertain"
14175,147300,524777,"Finance",48,1,48,"Quebec","SUV",4,"entertain"
14176,111063,421220,"Finance",48,4,14,"New Hampshire","SUV",7,"consume"
14177,88526,493955,"Tech",41,4,10,"Quebec","LuxurySedan",3,"entertain"
14178,122511,495759,"Tech",49,3,11,"Vermont","SUV",6,"entertain"
14179,76879,372076,"Govt",50,3,12,"Maine","SUV",4,"consume"
14180,117946,552160,"Services",42,8,13,"New York","Sedan",3,"entertain"
14181,46858,416372,"Govt",49,3,12,"Maine","LuxurySedan",3,"entertain"
14182,105373,522843,"Tech",47,4,10,"Maine","Sedan",5,"entertain"
14183,71334,371761,"Govt",45,6,19,"Maine","Sedan",9,"entertain"
14184,67245,388328,"Education",45,3,14,"Rhode Island","LuxurySedan",4,"entertain"
14185,120326,530623,"Tech",40,4,15,"Maine","SUV",4,"entertain"
14186,81565,457913,"Services",37,4,12,"Vermont","Sedan",6,"entertain"
14187,76553,379060,"Finance",43,7,10,"Maine","SUV",2,"entertain"
14188,83517,554885,"Tech",55,6,10,"Massachusetts","LuxurySedan",5,"consume"
14189,142902,685745,"Services",45,2,16,"Vermont","SUV",3,"consume"
14190,95748,492853,"Education",40,3,13,"Quebec","LuxurySedan",3,"entertain"
14191,88709,346777,"Services",40,6,17,"Maine","",3,"consume"
14192,179663,629594,"Finance",40,6,17,"Massachusetts","SUV",4,"entertain"
14193,51972,415714,"Govt",50,3,13,"Maine","SUV",7,"entertain"
14194,108081,424456,"Finance",42,4,14,"Rhode Island","LuxurySedan",1,"consume"
14195,62069,366142,"Manufacturing",48,3,12,"Vermont","Pickup",2,"consume"
14196,122081,559130,"Govt",43,6,13,"Ontario","Compact/Hybrid",5,"entertain"
14197,120436,555601,"Manufacturing",49,4,12,"Ontario","Sedan",7,"consume"
14198,65032,378979,"Services",37,1,37,"Maine","Sedan",5,"entertain"
14199,106503,489300,"Govt",50,4,14,"New York","SUV",5,"entertain"
14200,133865,536204,"Finance",42,5,10,"Can_Other","Compact/Hybrid",5,"consume"
14201,70960,426367,"Govt",45,6,18,"New Hampshire","SUV",3,"consume"
14202,110859,496147,"Finance",40,3,15,"Maine","SUV",4,"consume"
14203,91253,490259,"Govt",46,5,18,"Maine","SUV",3,"consume"
14204,131684,556486,"Finance",55,4,7,"Maine","LuxurySedan",5,"entertain"
14205,38742,272279,"Tech",44,5,16,"New Hampshire","LuxurySedan",5,"consume"
14206,53869,402785,"Education",37,2,15,"New Hampshire","SUV",2,"consume"
14207,93113,415840,"Govt",46,5,11,"New Hampshire","LuxurySedan",7,"entertain"
14208,96978,513956,"Services",46,7,8,"Maine","Sedan",5,"consume"
14209,68182,374030,"Govt",49,5,12,"Can_Other","LuxurySedan",3,"consume"
14210,97232,543471,"Govt",40,2,15,"Quebec","Compact/Hybrid",5,"entertain"
14211,106814,507541,"Services",56,3,15,"Connecticut","Pickup",3,"consume"
14212,87774,380081,"Manufacturing",53,4,14,"New York","SUV",4,"consume"
14213,117178,550910,"Education",37,5,9,"Maine","LuxurySedan",3,"entertain"
14214,97859,385180,"Tech",51,2,13,"Maine","SUV",1,"consume"
14215,70060,406656,"Services",46,5,12,"Vermont","Sedan",4,"consume"
14216,99480,438873,"Govt",47,6,18,"Maine","SUV",6,"consume"
14217,49788,413896,"Services",38,5,7,"Maine","SUV",9,"entertain"
14218,99562,457470,"Tech",47,3,12,"Maine","LuxurySedan",7,"consume"
14219,33373,396934,"Govt",41,2,18,"Vermont","SUV",6,"consume"
14220,102251,434221,"Finance",43,3,19,"Maine","SUV",6,"entertain"
14221,111724,551829,"Education",41,4,12,"Ontario","LuxurySedan",6,"entertain"
14222,127197,426859,"Tech",41,4,20,"New York","",5,"entertain"
14223,146105,642588,"Tech",39,4,14,"Maine","Sedan",3,"consume"
14224,131688,462845,"Finance",47,2,19,"Vermont","SUV",1,"entertain"
14225,106975,440442,"Finance",50,2,9,"Rhode Island","SUV",3,"entertain"
14226,77129,445268,"Education",44,6,14,"Rhode Island","LuxurySedan",3,"consume"
14227,109774,490945,"Tech",47,3,11,"New Hampshire","Sedan",5,"entertain"
14228,105581,452561,"Education",44,7,9,"Ontario","Sedan",3,"consume"
14229,149074,540078,"Finance",38,4,4,"Quebec","Sedan",1,"consume"
14230,104742,448136,"Tech",42,6,15,"New Hampshire","SUV",6,"consume"
14231,71149,451729,"Govt",55,5,10,"New Hampshire","Sedan",3,"entertain"
14232,101512,399036,"Finance",50,3,8,"Maine","Sedan",4,"entertain"
14233,125915,539380,"Tech",44,3,10,"Vermont","Pickup",4,"consume"
14234,63028,378471,"Govt",49,7,9,"Maine","SUV",4,"consume"
14235,95228,389143,"Finance",42,4,14,"Ontario","Compact/Hybrid",4,"entertain"
14236,101171,451286,"Govt",52,3,22,"Vermont","SUV",5,"entertain"
14237,33497,411029,"Govt",45,2,14,"Maine","SUV",5,"consume"
14238,116864,440746,"Tech",42,5,13,"Quebec","Sedan",2,"consume"
14239,100292,461209,"Finance",46,5,10,"Maine","Sedan",7,"consume"
14240,128267,390201,"Finance",36,4,9,"Ontario","Sedan",3,"consume"
14241,90500,454864,"Education",42,3,16,"Maine","Sedan",6,"entertain"
14242,143543,537961,"Other",48,4,14,"Maine","SUV",4,"entertain"
14243,49559,404132,"Govt",39,4,13,"Maine","LuxurySedan",4,"consume"
14244,56263,416866,"Services",49,5,14,"Maine","SUV",6,"entertain"
14245,67898,491861,"Govt",47,1,47,"New Hampshire","Sedan",3,"entertain"
14246,90200,477903,"Other",38,4,12,"New Hampshire","SUV",2,"entertain"
14247,77832,491869,"Education",53,5,13,"New Hampshire","LuxurySedan",6,"consume"
14248,49625,329120,"Services",40,4,12,"Ontario","Sedan",2,"consume"
14249,91607,408527,"Govt",57,7,15,"Maine","Pickup",4,"entertain"
14250,50598,389406,"Govt",40,7,12,"Maine","LuxurySedan",2,"entertain"
14251,148425,507161,"Finance",42,5,19,"Maine","Compact/Hybrid",9,"entertain"
14252,126209,503298,"Services",43,4,8,"US_Other","Sedan",2,"entertain"
14253,68990,471044,"Govt",41,4,15,"Vermont","Compact/Hybrid",5,"consume"
14254,90772,351213,"Tech",45,5,10,"Maine","SUV",3,"entertain"
14255,52052,372301,"Govt",49,7,12,"Maine","SUV",5,"entertain"
14256,129412,499368,"Finance",47,1,47,"Maine","Pickup",5,"consume"
14257,58266,486310,"Govt",49,7,7,"New Hampshire","Pickup",3,"consume"
14258,70007,295296,"Education",48,7,20,"New York","SUV",0,"entertain"
14259,37711,405611,"Education",48,4,15,"New York","",4,"entertain"
14260,90034,494795,"Finance",44,5,20,"New Hampshire","LuxurySedan",2,"entertain"
14261,94000,542318,"Govt",50,4,10,"Maine","Compact/Hybrid",6,"consume"
14262,77543,499739,"Services",43,1,43,"Maine","LuxurySedan",5,"entertain"
14263,40622,383016,"Services",44,5,13,"Ontario","SUV",2,"entertain"
14264,70988,545835,"Govt",45,7,12,"Maine","SUV",3,"entertain"
14265,119158,522525,"Tech",39,8,6,"Maine","LuxurySedan",5,"entertain"
14266,70970,404495,"Education",37,2,15,"New York","SUV",3,"entertain"
14267,91796,458531,"Other",46,3,14,"Maine","LuxurySedan",5,"entertain"
14268,66614,318575,"Education",39,9,14,"New York","SUV",2,"consume"
14269,80025,408511,"Tech",51,10,8,"Ontario","LuxurySedan",4,"consume"
14270,119941,480316,"Finance",41,5,13,"Maine","LuxurySedan",4,"entertain"
14271,135141,497338,"Finance",41,5,13,"New Hampshire","SUV",2,"entertain"
14272,117477,567913,"Other",44,4,11,"Maine","LuxurySedan",5,"consume"
14273,111256,527810,"Govt",49,2,11,"Maine","LuxurySedan",6,"entertain"
14274,56721,456465,"Education",46,7,16,"Maine","Sedan",3,"entertain"
14275,103493,550044,"Services",38,9,11,"US_Other","LuxurySedan",1,"consume"
14276,89453,417330,"Education",38,6,10,"New Hampshire","LuxurySedan",3,"consume"
14277,99034,475323,"Finance",40,3,8,"New Hampshire","Sedan",3,"entertain"
14278,157026,578665,"Tech",48,4,8,"Vermont","SUV",6,"consume"
14279,70039,357848,"Services",46,6,10,"Maine","LuxurySedan",6,"consume"
14280,97902,590627,"Education",49,3,15,"New Hampshire","LuxurySedan",8,"entertain"
14281,42977,319728,"Services",50,3,20,"Maine","Pickup",3,"entertain"
14282,171075,621282,"Finance",54,5,13,"Vermont","",6,"entertain"
14283,59232,474868,"Govt",48,4,13,"Maine","SUV",5,"entertain"
14284,85202,508825,"Services",50,3,14,"Ontario","SUV",5,"consume"
14285,116067,504163,"Finance",47,6,12,"Massachusetts","LuxurySedan",3,"consume"
14286,139994,440577,"Tech",41,6,10,"Maine","LuxurySedan",5,"consume"
14287,118004,419980,"Tech",32,5,18,"Maine","LuxurySedan",5,"consume"
14288,28319,274243,"Govt",38,2,16,"New York","SUV",5,"consume"
14289,122815,538081,"Tech",45,3,7,"Maine","Sedan",5,"entertain"
14290,38934,327434,"Services",51,6,13,"Can_Other","Sedan",6,"consume"
14291,73710,484546,"Services",55,3,13,"Massachusetts","SUV",2,"entertain"
14292,85670,511195,"Govt",49,5,9,"Maine","Sedan",7,"consume"
14293,107599,392777,"Tech",45,2,13,"US_Other","Pickup",3,"consume"
14294,84759,439931,"Services",39,7,12,"Maine","SUV",4,"consume"
14295,113597,503018,"Finance",51,4,8,"Vermont","LuxurySedan",0,"consume"
14296,86618,438744,"Finance",47,11,15,"Ontario","Compact/Hybrid",4,"consume"
14297,131150,484143,"Tech",46,5,14,"Maine","LuxurySedan",4,"entertain"
14298,134617,637403,"Finance",39,7,7,"New Hampshire","SUV",6,"consume"
14299,87620,419041,"Govt",47,4,15,"Maine","",3,"entertain"
14300,112549,501703,"Govt",45,6,8,"Maine","SUV",6,"entertain"
14301,122237,518292,"Govt",47,5,9,"Maine","Sedan",4,"consume"
14302,53553,414167,"Education",41,3,14,"Maine","",2,"consume"
14303,137185,547865,"Tech",45,7,12,"Maine","Sedan",6,"consume"
14304,91635,490385,"Govt",46,6,14,"Maine","",5,"entertain"
14305,96081,401396,"Tech",40,7,8,"New York","SUV",3,"entertain"
14306,68521,451899,"Finance",50,3,5,"Maine","SUV",6,"entertain"
14307,88984,409762,"Tech",45,4,10,"New Hampshire","Sedan",6,"entertain"
14308,93506,449042,"Govt",47,6,18,"Maine","Sedan",4,"consume"
14309,75429,489316,"Manufacturing",39,3,5,"Maine","SUV",5,"consume"
14310,74059,552911,"Govt",50,6,14,"Maine","Pickup",2,"entertain"
14311,88722,469437,"Govt",49,6,20,"Rhode Island","SUV",1,"entertain"
14312,86452,424006,"Services",43,5,14,"New York","Sedan",6,"entertain"
14313,91162,418116,"Finance",52,6,12,"Maine","LuxurySedan",1,"entertain"
14314,114067,510865,"Finance",59,1,59,"Vermont","SUV",5,"entertain"
14315,109924,574218,"Tech",45,5,9,"Massachusetts","Compact/Hybrid",3,"consume"
14316,114188,499221,"Services",36,5,4,"Maine","SUV",7,"entertain"
14317,122880,563218,"Education",47,2,12,"Maine","Pickup",5,"consume"
14318,74846,362679,"Finance",46,8,12,"Maine","SUV",6,"entertain"
14319,72732,419203,"Other",37,7,5,"Connecticut","LuxurySedan",2,"consume"
14320,83690,457281,"Govt",50,1,50,"New York","SUV",5,"consume"
14321,96234,547174,"Services",35,6,15,"US_Other","Compact/Hybrid",5,"consume"
14322,55576,378232,"Education",44,4,16,"Maine","SUV",5,"consume"
14323,81504,388505,"Tech",42,7,12,"Ontario","Compact/Hybrid",5,"entertain"
14324,46327,409192,"Govt",49,6,15,"Maine","Compact/Hybrid",6,"entertain"
14325,126687,687800,"Tech",39,9,12,"Rhode Island","Sedan",4,"entertain"
14326,63455,479885,"Govt",48,5,12,"New Hampshire","SUV",5,"consume"
14327,78888,399053,"Services",61,1,61,"Quebec","Pickup",6,"consume"
14328,53082,392575,"Govt",41,7,21,"New Hampshire","Pickup",6,"entertain"
14329,144375,600242,"Finance",48,5,11,"Quebec","Pickup",6,"entertain"
14330,104321,513177,"Tech",37,3,11,"Maine","LuxurySedan",5,"entertain"
14331,46360,390932,"Govt",50,3,9,"US_Other","LuxurySedan",6,"consume"
14332,148246,591882,"Manufacturing",43,3,21,"Massachusetts","SUV",3,"consume"
14333,132974,511605,"Tech",45,1,45,"New York","SUV",4,"consume"
14334,114984,438597,"Finance",37,3,8,"Connecticut","Compact/Hybrid",2,"entertain"
14335,44246,373088,"Govt",40,1,40,"Vermont","Pickup",6,"consume"
14336,62390,408504,"Education",51,5,17,"Maine","SUV",4,"entertain"
14337,81094,423157,"Education",44,9,14,"Quebec","LuxurySedan",3,"entertain"
14338,95970,462240,"Manufacturing",45,1,45,"Maine","SUV",5,"consume"
14339,115442,499098,"Finance",43,4,20,"Rhode Island","",3,"entertain"
14340,69541,397968,"Govt",42,6,10,"US_Other","SUV",2,"entertain"
14341,108949,463886,"Finance",42,3,17,"Vermont","LuxurySedan",5,"consume"
14342,42838,408713,"Govt",41,5,16,"Rhode Island","LuxurySedan",4,"entertain"
14343,80853,453261,"Govt",46,3,18,"Massachusetts","Pickup",5,"consume"
14344,100349,540256,"Finance",51,1,51,"New York","SUV",6,"consume"
14345,112292,426029,"Education",47,5,10,"Vermont","Compact/Hybrid",5,"consume"
14346,117670,489255,"Finance",43,2,14,"Maine","SUV",6,"entertain"
14347,141081,492774,"Finance",42,5,9,"New Hampshire","SUV",3,"consume"
14348,121840,618557,"Govt",53,4,11,"Maine","Pickup",5,"consume"
14349,83568,396862,"Services",55,3,14,"Maine","SUV",0,"consume"
14350,81923,407605,"Manufacturing",40,5,16,"US_Other","Compact/Hybrid",6,"entertain"
14351,109739,530924,"Finance",34,4,11,"Maine","LuxurySedan",3,"entertain"
14352,105087,458889,"Finance",53,6,23,"Maine","SUV",3,"entertain"
14353,51874,371908,"Govt",42,5,10,"Maine","SUV",3,"consume"
14354,48519,389142,"Education",43,4,15,"Maine","Sedan",6,"consume"
14355,76434,394689,"Govt",40,4,17,"Maine","SUV",2,"entertain"
14356,107696,473424,"Services",45,7,17,"Maine","Sedan",2,"consume"
14357,98886,420563,"Finance",48,2,10,"Quebec","Pickup",5,"entertain"
14358,114914,399976,"Tech",49,4,12,"Ontario","LuxurySedan",4,"consume"
14359,88307,601288,"Govt",50,8,17,"Maine","SUV",5,"entertain"
14360,78415,537495,"Services",39,7,14,"Maine","LuxurySedan",3,"consume"
14361,110654,495732,"Tech",45,6,9,"New York","SUV",5,"entertain"
14362,92533,580268,"Education",38,1,38,"Vermont","SUV",5,"consume"
14363,78546,479563,"Services",46,5,13,"New Hampshire","LuxurySedan",7,"entertain"
14364,139528,556535,"Finance",46,2,9,"US_Other","LuxurySedan",3,"consume"
14365,80820,449817,"Govt",42,5,9,"Maine","Sedan",5,"entertain"
14366,82001,508415,"Tech",48,4,6,"Maine","SUV",3,"entertain"
14367,65506,433228,"Govt",53,4,20,"Quebec","SUV",5,"consume"
14368,112668,570690,"Services",46,1,46,"US_Other","LuxurySedan",5,"entertain"
14369,77914,436439,"Education",43,1,43,"Maine","Sedan",2,"entertain"
14370,100915,429670,"Tech",35,4,12,"Maine","Pickup",3,"entertain"
14371,123258,485879,"Finance",33,8,13,"Ontario","SUV",5,"entertain"
14372,43538,349662,"Education",52,2,16,"New York","SUV",2,"entertain"
14373,92459,521004,"Education",52,4,14,"Maine","Pickup",5,"consume"
14374,87914,435152,"Govt",45,4,12,"New Hampshire","SUV",5,"consume"
14375,107299,549415,"Govt",40,3,12,"Maine","Pickup",5,"consume"
14376,115728,530524,"Education",41,5,10,"Maine","SUV",5,"consume"
14377,68363,474561,"Services",55,2,21,"New Hampshire","SUV",5,"consume"
14378,76473,339977,"Tech",41,4,12,"Maine","SUV",3,"consume"
14379,85595,522198,"Govt",54,3,18,"Maine","",6,"consume"
14380,120710,559045,"Tech",41,2,11,"Connecticut","Pickup",6,"consume"
14381,108186,563218,"Services",43,5,9,"New York","Sedan",4,"consume"
14382,73164,402363,"Govt",45,3,15,"New York","Pickup",4,"consume"
14383,129030,521474,"Tech",41,1,41,"Maine","",2,"entertain"
14384,150681,603062,"Tech",49,5,11,"Vermont","Sedan",1,"entertain"
14385,100563,441899,"Education",52,4,5,"New Hampshire","Sedan",6,"consume"
14386,99723,406340,"Tech",51,2,20,"New York","LuxurySedan",1,"entertain"
14387,60137,520777,"Education",41,5,14,"Ontario","SUV",6,"entertain"
14388,51745,379754,"Services",61,2,18,"New Hampshire","SUV",4,"consume"
14389,97339,475842,"Finance",36,7,10,"Massachusetts","SUV",5,"entertain"
14390,88888,413779,"Education",36,3,21,"Quebec","Compact/Hybrid",2,"consume"
14391,61568,435986,"Services",42,3,15,"Maine","SUV",5,"entertain"
14392,69086,470476,"Govt",44,6,11,"Maine","Pickup",4,"entertain"
14393,54749,504758,"Education",47,5,20,"Maine","SUV",4,"entertain"
14394,180769,625863,"Tech",50,3,12,"New Hampshire","Sedan",3,"entertain"
14395,131559,616175,"Education",57,6,10,"Maine","LuxurySedan",3,"entertain"
14396,85732,497233,"Services",48,1,48,"Rhode Island","Pickup",4,"consume"
14397,49383,412039,"Govt",49,8,18,"Maine","LuxurySedan",4,"entertain"
14398,99033,471202,"Tech",42,4,14,"Maine","SUV",2,"entertain"
14399,73633,479717,"Education",45,5,12,"Vermont","SUV",2,"consume"
14400,56933,395950,"Tech",42,4,11,"New Hampshire","Sedan",3,"consume"
14401,97007,436692,"Services",48,5,16,"Maine","SUV",5,"consume"
14402,101335,485521,"Education",46,5,22,"Maine","Pickup",0,"consume"
14403,77941,447117,"Services",43,5,14,"New York","SUV",2,"entertain"
14404,57634,398546,"Govt",53,2,14,"New Hampshire","LuxurySedan",4,"consume"
14405,129547,551702,"Finance",48,1,48,"Maine","LuxurySedan",3,"entertain"
14406,89796,348849,"Finance",41,10,10,"Maine","SUV",6,"entertain"
14407,90657,426953,"Tech",34,3,11,"New Hampshire","SUV",4,"entertain"
14408,138056,465305,"Tech",51,6,16,"Maine","SUV",3,"entertain"
14409,68806,428535,"Govt",50,3,13,"Maine","LuxurySedan",7,"consume"
14410,93503,523054,"Education",55,4,13,"Vermont","LuxurySedan",5,"consume"
14411,122300,389375,"Finance",45,1,45,"Maine","",5,"entertain"
14412,65980,352530,"Govt",44,4,15,"Vermont","SUV",4,"entertain"
14413,101109,519068,"Services",44,4,15,"Maine","Sedan",8,"entertain"
14414,65913,349500,"Education",36,10,14,"Maine","SUV",4,"entertain"
14415,58814,366182,"Education",38,3,12,"Maine","SUV",4,"entertain"
14416,74616,502774,"Education",48,5,14,"Connecticut","LuxurySedan",3,"consume"
14417,68476,479289,"Govt",39,4,12,"Quebec","LuxurySedan",8,"consume"
14418,96899,373770,"Finance",43,5,9,"Connecticut","LuxurySedan",2,"consume"
14419,97865,448554,"Govt",48,2,13,"Vermont","LuxurySedan",2,"consume"
14420,105647,480070,"Services",48,3,15,"US_Other","Compact/Hybrid",3,"entertain"
14421,85689,467613,"Govt",37,7,13,"New York","LuxurySedan",5,"consume"
14422,124908,550960,"Finance",45,2,15,"Maine","Pickup",6,"entertain"
14423,94738,316552,"Finance",47,4,11,"Rhode Island","Sedan",3,"consume"
14424,26187,279074,"Govt",49,6,13,"Maine","SUV",3,"entertain"
14425,115937,420576,"Tech",43,4,12,"Maine","LuxurySedan",6,"consume"
14426,100248,475935,"Finance",45,7,12,"New Hampshire","LuxurySedan",4,"entertain"
14427,102810,376109,"Tech",39,2,8,"Vermont","SUV",8,"entertain"
14428,102818,389115,"Finance",50,7,16,"Maine","Sedan",7,"consume"
14429,103613,582943,"Tech",40,4,6,"New York","LuxurySedan",1,"consume"
14430,109994,501746,"Finance",45,2,15,"Vermont","LuxurySedan",4,"entertain"
14431,71522,413311,"Services",43,5,12,"Maine","Sedan",7,"consume"
14432,142042,584292,"Education",52,5,13,"New Hampshire","Compact/Hybrid",5,"entertain"
14433,107861,476936,"Tech",48,4,8,"Maine","SUV",6,"consume"
14434,49737,377678,"Finance",40,6,10,"Maine","SUV",7,"entertain"
14435,130917,588840,"Finance",42,3,10,"Maine","LuxurySedan",5,"entertain"
14436,94925,457857,"Govt",41,5,16,"Maine","SUV",0,"entertain"
14437,117085,455122,"Tech",43,2,7,"Maine","LuxurySedan",7,"entertain"
14438,101868,522394,"Finance",47,6,11,"Maine","LuxurySedan",6,"consume"
14439,51625,407020,"Services",43,5,13,"Vermont","Sedan",7,"consume"
14440,116630,487036,"Finance",41,6,8,"Maine","Compact/Hybrid",4,"consume"
14441,92028,577608,"Govt",55,4,13,"US_Other","LuxurySedan",3,"entertain"
14442,131542,566708,"Tech",37,6,12,"Maine","SUV",3,"entertain"
14443,113053,531432,"Tech",41,5,8,"Can_Other","SUV",7,"entertain"
14444,133808,391881,"Tech",49,5,12,"Maine","LuxurySedan",6,"consume"
14445,106370,674223,"Govt",45,1,45,"Maine","Pickup",4,"consume"
14446,79665,511945,"Education",48,6,12,"Maine","SUV",5,"entertain"
14447,112222,393927,"Tech",38,4,12,"Maine","Sedan",3,"entertain"
14448,96344,499648,"Govt",53,7,22,"Maine","SUV",4,"entertain"
14449,76240,497511,"Govt",46,3,20,"US_Other","SUV",2,"entertain"
14450,108289,466978,"Finance",46,3,11,"New York","SUV",6,"consume"
14451,17852,339882,"Govt",50,2,13,"Maine","Pickup",5,"consume"
14452,142016,551133,"Services",44,2,16,"New Hampshire","SUV",4,"consume"
14453,86925,496086,"Govt",45,2,4,"Maine","LuxurySedan",10,"consume"
14454,41710,353858,"Govt",39,5,14,"Maine","Compact/Hybrid",3,"consume"
14455,94213,456996,"Govt",54,4,16,"Maine","Pickup",5,"consume"
14456,86767,454710,"Govt",41,3,7,"Maine","Compact/Hybrid",3,"consume"
14457,66092,388073,"Other",47,7,12,"Maine","Sedan",4,"consume"
14458,84026,434363,"Education",42,5,16,"Connecticut","SUV",4,"entertain"
14459,102825,443445,"Finance",47,2,13,"New York","SUV",6,"consume"
14460,108077,522565,"Tech",41,5,15,"New Hampshire","LuxurySedan",6,"entertain"
14461,86735,448523,"Education",49,3,17,"New Hampshire","SUV",5,"consume"
14462,123111,472449,"Finance",49,6,16,"Maine","Sedan",1,"consume"
14463,98477,510506,"Services",41,1,41,"Ontario","SUV",3,"entertain"
14464,123626,491186,"Tech",46,5,15,"Maine","Pickup",5,"entertain"
14465,84562,509685,"Other",44,7,12,"Maine","SUV",4,"entertain"
14466,67909,391531,"Tech",48,5,7,"Maine","LuxurySedan",5,"entertain"
14467,50192,318641,"Finance",42,5,9,"Vermont","Pickup",6,"entertain"
14468,109644,389700,"Tech",41,7,10,"Vermont","Compact/Hybrid",4,"consume"
14469,112285,462957,"Finance",39,4,13,"Maine","Sedan",6,"consume"
14470,51662,441977,"Govt",45,5,10,"Maine","Sedan",5,"entertain"
14471,133382,501616,"Finance",44,1,44,"Rhode Island","SUV",6,"consume"
14472,44050,406862,"Govt",52,1,52,"Vermont","Sedan",3,"entertain"
14473,113337,359988,"Finance",48,5,13,"New Hampshire","LuxurySedan",3,"consume"
14474,38306,381832,"Education",50,4,12,"Vermont","LuxurySedan",3,"consume"
14475,102762,400469,"Education",43,8,17,"Maine","SUV",3,"consume"
14476,159140,575187,"Tech",49,5,13,"Maine","SUV",0,"entertain"
14477,109785,491100,"Finance",49,3,11,"Maine","SUV",7,"entertain"
14478,94801,555401,"Govt",48,4,20,"Maine","Sedan",6,"consume"
14479,61918,419969,"Services",50,1,50,"Can_Other","LuxurySedan",4,"consume"
14480,87869,470086,"Education",45,7,23,"Maine","LuxurySedan",7,"consume"
14481,94044,458304,"Tech",47,6,10,"Maine","Sedan",3,"consume"
14482,64269,386648,"Finance",39,5,11,"Vermont","Sedan",5,"entertain"
14483,113415,429418,"Tech",46,6,10,"Quebec","SUV",4,"entertain"
14484,139101,545535,"Finance",48,2,13,"Maine","LuxurySedan",5,"consume"
14485,101875,536220,"Services",41,6,15,"US_Other","Pickup",3,"entertain"
14486,77060,548825,"Services",43,7,5,"Ontario","LuxurySedan",2,"consume"
14487,51616,388908,"Govt",44,3,14,"Maine","SUV",5,"entertain"
14488,53181,301461,"Services",47,4,14,"US_Other","",5,"consume"
14489,94670,376737,"Finance",52,5,15,"Maine","LuxurySedan",5,"consume"
14490,69793,426681,"Govt",47,5,18,"Ontario","LuxurySedan",1,"entertain"
14491,116576,439393,"Services",32,5,15,"Maine","SUV",4,"consume"
14492,114567,575454,"Tech",48,2,11,"New Hampshire","LuxurySedan",3,"entertain"
14493,113456,500529,"Services",42,2,12,"Quebec","LuxurySedan",1,"consume"
14494,79912,399287,"Tech",52,7,9,"Vermont","LuxurySedan",4,"consume"
14495,106185,401587,"Finance",47,3,10,"Quebec","Compact/Hybrid",6,"consume"
14496,92575,350729,"Finance",46,6,17,"Maine","LuxurySedan",4,"consume"
14497,116849,544080,"Other",50,7,24,"Quebec","Sedan",5,"entertain"
14498,143115,547064,"Finance",53,4,10,"Ontario","SUV",1,"entertain"
14499,30246,316922,"Education",49,2,12,"Quebec","Pickup",5,"consume"
14500,112201,449654,"Finance",48,2,15,"Maine","SUV",5,"entertain"
